frame_idx,yolo_detected,yolo_conf,raw_cx,raw_cy,raw_w,raw_h,kalman_active,track_id,kalman_status,lost_count,kalman_cx,kalman_cy,kalman_w,kalman_h,vx,vy,vw,vh
0,True,0.9644574522972107,769.8951721191406,943.6211547851562,448.22308349609375,1280.1973876953125,True,1,new_track,0,769.8951721191406,943.6211547851562,448.22308349609375,1280.1973876953125,0.0,0.0,0.0,0.0
1,True,0.964849054813385,764.2732849121094,946.0662231445312,443.81182861328125,1276.1239013671875,True,1,update,0,768.5565000693964,944.2033693604177,446.6476036743855,1278.7425419236545,-0.6695869945102546,0.2912164392196289,-0.7878137591630187,-0.7274910795934896
2,True,0.9644419550895691,760.759033203125,948.3604125976562,440.9444580078125,1271.5201416015625,True,1,update,0,765.1749020271907,945.9654530383292,443.4747651496314,1274.8635811802785,-1.804327202202954,0.9066461578189894,-1.8172911798418938,-2.0877984892377937
3,True,0.9623631834983826,756.4126586914062,950.8915710449219,439.4080810546875,1265.9692993164062,True,1,update,0,760.2868894653574,948.6534926845934,440.5068405402556,1269.2940577972527,-2.7973315110139034,1.4802881489480342,-2.20467545896223,-3.259992389967574
4,True,0.96135413646698,752.3517761230469,953.8271789550781,439.64691162109375,1260.0585327148438,True,1,update,0,755.2232118709951,951.7629894379244,438.953179191641,1263.1412108919646,-3.3813963215392335,1.900154921201682,-2.027987404676836,-4.045125657462701
5,True,0.9612463116645813,749.3958740234375,957.1874694824219,439.6282958984375,1254.2476196289062,True,1,update,0,750.8294703168609,955.1218193514474,438.12319471596805,1256.9472682607036,-3.5984468313683893,2.212900159253346,-1.7563600649136073,-4.532334347942505
6,True,0.9623597264289856,745.875732421875,961.4407653808594,440.42626953125,1247.0571899414062,True,1,update,0,746.7145219395684,958.8995339601605,438.0029671917348,1250.255525149011,-3.6933830581414258,2.500522879076639,-1.4376924085930796,-4.952919913398072
7,True,0.962352991104126,742.0602111816406,965.2843322753906,441.61114501953125,1239.3363647460938,True,1,update,0,742.6850708689406,962.7585156765336,438.4191497842502,1243.1105821402994,-3.747570856868546,2.7195615596993172,-1.1208510436637664,-5.327553364445433
8,True,0.9628109931945801,738.9298400878906,969.3145141601562,441.71087646484375,1232.7557373046875,True,1,update,0,738.9350353227709,966.7125052563093,438.7839270265185,1236.0904384402475,-3.7479258394837265,2.897352929427168,-0.8943357242417241,-5.585624406947151
9,True,0.9628011584281921,735.5267639160156,973.5434417724609,442.62591552734375,1224.8747863769531,True,1,update,0,735.2881315884299,970.7798087484122,439.3595415707777,1228.7574968582396,-3.7347366493860874,3.050098710701088,-0.6917288101148354,-5.826461494041926
10,True,0.9620261192321777,731.3960266113281,978.0327911376953,442.94036865234375,1215.2679138183594,True,1,update,0,731.5098977052801,974.9916012796086,439.8972463975775,1220.7259619535575,-3.739948340361854,3.189288922974477,-0.5368723164801517,-6.104207218842276
11,True,0.9629220366477966,727.3829650878906,981.8855438232422,444.63275146484375,1207.1432189941406,True,1,update,0,727.670007477729,979.1376476116315,440.77460780306455,1212.6157531408494,-3.75105556901767,3.2956199480262245,-0.3725939247056969,-6.3372257861543915
12,True,0.9629319906234741,723.4573974609375,985.7559967041016,444.91650390625,1199.6779479980469,True,1,update,0,723.806994640508,983.2392476120338,441.5364122651129,1204.619937674008,-3.7627059894078014,3.379491290967516,-0.25011213996057013,-6.516304870383035
13,True,0.9611131548881531,720.4603881835938,989.5037536621094,445.1204833984375,1191.9114379882812,True,1,update,0,720.1395584949979,987.279289767107,442.19292850420754,1196.6394306129407,-3.7533441722690193,3.4444011947484823,-0.15849414371962878,-6.664267667380286
