frame_idx,yolo_detected,yolo_conf,raw_cx,raw_cy,raw_w,raw_h,kalman_active,track_id,kalman_status,lost_count,kalman_cx,kalman_cy,kalman_w,kalman_h,vx,vy,vw,vh
0,True,0.9312919974327087,3456.89208984375,1408.9053039550781,299.8779296875,815.9613647460938,True,1,new_track,0,3456.89208984375,1408.9053039550781,299.8779296875,815.9613647460938,0.0,0.0,0.0,0.0
1,False,,,,,,True,1,predict_only,1,3456.89208984375,1408.9053039550781,299.8779296875,815.9613647460938,0.0,0.0,0.0,0.0
2,True,0.9415762424468994,3412.166259765625,1412.8537902832031,343.88037109375,810.9413452148438,True,1,update,0,3437.2699924996746,1410.637582214797,325.4620829969547,813.0425960323715,-7.852761395869874,0.6932575863982678,10.234940371566383,-1.1676534056845431
3,True,0.93143230676651,3388.6480712890625,1416.2242126464844,360.074951171875,809.2066040039062,True,1,update,0,3410.2013795081293,1413.637248047641,348.97037351851316,810.4220794816069,-13.829363058804763,1.4106071814698913,14.469077891340959,-1.6311100525872897
4,True,0.9373772740364075,3363.3974609375,1416.8201293945312,381.478515625,807.5140380859375,True,1,update,0,3381.458677161757,1415.849398283422,372.3419435078285,808.1607886693159,-17.582855435482113,1.6123450810725783,16.810119888911146,-1.7968254060289177
5,False,,,,,,True,1,predict_only,1,3363.875821726275,1417.4617433644946,389.15206339673966,806.363963263287,-17.582855435482113,1.6123450810725783,16.810119888911146,-1.7968254060289177
6,True,0.9466435313224792,3344.4617919921875,1420.6874084472656,403.962646484375,799.0431518554688,True,1,update,0,3345.351331660236,1419.9036970660716,404.8673809614857,801.5426010197488,-17.7513655237653,1.7608075710290536,16.6033332438327,-2.368100979472473
7,True,0.9402356147766113,3343.081787109375,1422.6607055664062,402.05810546875,794.6329345703125,True,1,update,0,3334.0746324705788,1422.081126727633,412.9628133389773,797.1840829190749,-16.736911730681765,1.8260841178368301,15.193610775436897,-2.697904509311204
8,True,0.9415026903152466,3340.0201416015625,1424.9898681640625,404.712646484375,792.231689453125,True,1,update,0,3325.50435535771,1424.2970134503669,419.36475149917123,793.6407204322041,-15.591524068511948,1.8807547520974568,13.887234054830312,-2.8235332341820434
9,True,0.9412621259689331,3339.7276611328125,1428.434326171875,402.533935546875,789.648193359375,True,1,update,0,3319.4530417572178,1426.8998262545942,423.0388398835268,790.4285198067255,-14.374047074672758,1.972900420123481,12.505906924188125,-2.8761004676002515
10,True,0.9468318223953247,3345.67333984375,1428.2947387695312,385.5234375,787.3572998046875,True,1,update,0,3316.859911592267,1428.7049883491263,420.4769560180392,787.493643981891,-12.988369719800788,1.9531709541491835,10.630652085638838,-2.8834153271293954
11,True,0.9405827522277832,3332.4403076171875,1426.7877807617188,387.177001953125,787.3016357421875,True,1,update,0,3311.4987291985112,1429.624859425257,418.94336312820633,785.3554707082851,-12.152671646640238,1.8399540263167835,9.225648072912358,-2.7973378042116686
12,True,0.943749189376831,3318.9375,1424.6754760742188,382.89404296875,792.8848876953125,True,1,update,0,3304.2093293652256,1429.7794657194675,416.52474349456514,785.2140706556355,-11.651729840020625,1.6663546121558785,7.9686192293227744,-2.51062244824188
13,True,0.9167829751968384,3298.98486328125,1419.9577026367188,390.4775390625,791.6402587890625,True,1,update,0,3294.0536398779705,1428.7717916467518,416.30329280160197,784.8551851247382,-11.505685129154163,1.4053136947710638,7.137260333696941,-2.2922036014853604
14,True,0.9313385486602783,3269.4556884765625,1416.2645263671875,364.189697265625,792.15576171875,True,1,update,0,3279.670445111341,1427.119301654347,410.00179621915936,784.73873138045,-11.773851916018144,1.1203445746084404,5.847659039158513,-2.083415701686138
15,True,0.9367374777793884,3232.0484619140625,1416.4664001464844,334.599365234375,800.8015747070312,True,1,update,0,3260.4124151695178,1425.7816918956737,398.40047443145954,786.552341833075,-12.44413604418579,0.9002098087491797,4.257013876967148,-1.7281636751754081
16,True,0.9127551913261414,3192.719482421875,1409.779296875,295.81689453125,792.42529296875,True,1,update,0,3236.9541068681056,1423.3122681142772,380.8376746748121,786.3765367017538,-13.397877937887872,0.6084256740640706,2.3589495624597503,-1.59312694182443
17,True,0.9233052730560303,3152.860595703125,1409.8182983398438,249.62744140625,801.7010498046875,True,1,update,0,3210.035075739281,1421.223488310235,357.15707989893133,788.0815330897912,-14.536211627529411,0.3813503780255544,0.1883795321471724,-1.318206322513437
18,True,0.9184808731079102,3133.2579345703125,1414.6646423339844,254.562255859375,810.7405395507812,True,1,update,0,3184.029297569977,1420.3259207080052,338.1532069124489,791.2404855485069,-15.479782598296545,0.27613717090339945,-1.3507257591722648,-0.9591646329786503
19,True,0.9270222783088684,3112.108154296875,1419.0921936035156,268.12451171875,814.1127319335938,True,1,update,0,3158.488842294432,1420.332924568156,324.4820321245405,794.5565446466383,-16.29224678076501,0.2544029208874685,-2.3048492198013166,-0.6280816300965235
20,False,,,,,,True,1,predict_only,1,3142.196595513667,1420.5873274890434,322.1771829047392,793.9284630165417,-16.29224678076501,0.2544029208874685,-2.3048492198013166,-0.6280816300965235
21,True,0.9508879780769348,3039.8045654296875,1421.0905151367188,375.709716796875,807.7349853515625,True,1,update,0,3108.9636221807164,1420.8906805218264,330.75784427707435,796.1144107266201,-17.61138027348594,0.25821454796703336,-1.5163152704832132,-0.4242365600537737
22,True,0.9341967701911926,3020.180419921875,1424.2206420898438,413.82861328125,806.1263427734375,True,1,update,0,3078.0605603238064,1421.7225586652505,344.76991381394356,797.6060321658289,-18.630224970706955,0.30218747257793604,-0.4249857689848755,-0.28959072397899327
23,True,0.9236581325531006,3002.180419921875,1426.5780029296875,449.5810546875,805.959228515625,True,1,update,0,3049.2016912418976,1422.8382607591172,362.67451754918056,798.8218060375348,-19.40613351812649,0.3638977971572554,0.8306709155213798,-0.18646669510996627
24,False,,,,,,True,1,predict_only,1,3029.7955577237713,1423.2021585562745,363.5051884647019,798.6353393424248,-19.40613351812649,0.3638977971572554,0.8306709155213798,-0.18646669510996627
25,False,,,,,,True,1,predict_only,2,3010.389424205645,1423.5660563534318,364.33585938022327,798.4488726473148,-19.40613351812649,0.3638977971572554,0.8306709155213798,-0.18646669510996627
26,False,,,,,,True,1,predict_only,3,2990.9832906875185,1423.929954150589,365.1665302957446,798.2624059522049,-19.40613351812649,0.3638977971572554,0.8306709155213798,-0.18646669510996627
27,False,,,,,,True,1,predict_only,4,2971.577157169392,1424.2938519477464,365.997201211266,798.0759392570949,-19.40613351812649,0.3638977971572554,0.8306709155213798,-0.18646669510996627
28,False,,,,,,True,1,predict_only,5,2952.171023651266,1424.6577497449036,366.8278721267873,797.8894725619849,-19.40613351812649,0.3638977971572554,0.8306709155213798,-0.18646669510996627
29,True,0.9162396192550659,2904.487548828125,1414.6440124511719,219.74072265625,834.8941040039062,True,1,update,0,2924.318357018362,1421.921814445916,327.4708105445834,807.8074402029594,-19.973454566947225,0.15569396496041488,-1.500051792819492,0.39954881505558637
30,True,0.9158135652542114,2885.2528076171875,1413.5158996582031,217.954833984375,838.0292358398438,True,1,update,0,2899.487130284191,1419.899101846981,300.7443525076644,815.1717779142758,-20.294365073304252,0.011785702199979847,-2.930340566235749,0.7944389659214537
31,False,,,,,,True,1,predict_only,1,2879.192765210887,1419.910887549181,297.81401194142865,815.9662168801973,-20.294365073304252,0.011785702199979847,-2.930340566235749,0.7944389659214537
32,True,0.9167068004608154,2851.843505859375,1414.5008544921875,231.56298828125,842.435302734375,True,1,update,0,2857.1447932852707,1418.5749934487956,280.57341110622076,822.5630392275458,-20.408255820079898,-0.0757414758151693,-3.7160232980441474,1.113009861239397
